,pdb,poserank,similarity,RMSD,rmsd_weight,similarity_weight,weight,label
423,1z6e,4,8.51063829787234,5.42,0.0,0.0,0.0,0
424,1z6e,5,9.219858156028367,5.38,0.0,0.0,0.0,0
425,1z6e,6,7.801418439716312,8.93,0.0,0.0,0.0,0
426,1z6e,7,14.893617021276595,5.44,0.0,0.0,0.0,0
427,1z6e,8,7.092198581560284,8.87,0.0,0.0,0.0,0
428,1z6e,9,3.546099290780142,8.03,0.0,0.0,0.0,0
429,1z6e,10,0.0,8.24,0.0,0.0,0.0,0
430,1z95,1,66.3157894736842,0.6,10.0,0.0,0.5,0
431,1z95,2,45.26315789473684,2.1,7.0,0.0,0.35,0
432,1z95,3,30.526315789473685,4.33,0.0,0.0,0.0,0
433,1z95,4,1.052631578947368,7.42,0.0,0.0,0.0,0
434,1z95,5,0.0,,,0.0,,0
435,1z95,6,0.0,,,0.0,,0
436,1z95,7,0.0,,,0.0,,0
437,1z95,8,0.0,,,0.0,,0
438,1z95,9,0.0,,,0.0,,0
439,1z95,10,0.0,,,0.0,,0
440,1z9g,1,50.0,0.89,10.0,0.0,0.5,0
441,1z9g,2,20.0,3.83,0.0,0.0,0.0,0
442,1z9g,3,43.333333333333336,1.59,10.0,0.0,0.5,0
443,1z9g,4,16.666666666666664,7.09,0.0,0.0,0.0,0
444,1z9g,5,16.666666666666664,7.13,0.0,0.0,0.0,0
445,1z9g,6,10.0,5.12,0.0,0.0,0.0,0
446,1z9g,7,0.0,8.7,0.0,0.0,0.0,0
447,1z9g,8,0.0,9.59,0.0,0.0,0.0,0
448,1z9g,9,20.0,4.43,0.0,0.0,0.0,0
449,1z9g,10,0.0,9.29,0.0,0.0,0.0,0
450,2al5,1,75.60975609756098,0.23,10.0,7.0,0.85,1
451,2al5,2,57.56097560975609,2.09,7.0,0.0,0.35,0
452,2al5,3,24.878048780487806,2.65,7.0,0.0,0.35,0
453,2al5,4,18.048780487804876,5.3,0.0,0.0,0.0,0
454,2al5,5,46.34146341463415,1.17,10.0,0.0,0.5,0
455,2al5,6,36.09756097560975,1.83,10.0,0.0,0.5,0
456,2al5,7,0.0,,,0.0,,0
457,2al5,8,13.658536585365855,5.09,0.0,0.0,0.0,0
458,2al5,9,28.780487804878046,3.77,0.0,0.0,0.0,0
459,2al5,10,0.0,5.37,0.0,0.0,0.0,0
460,2br1,1,28.39506172839506,1.99,10.0,0.0,0.5,0
461,2br1,2,35.80246913580247,1.69,10.0,0.0,0.5,0
462,2br1,3,9.876543209876543,6.58,0.0,0.0,0.0,0
463,2br1,4,6.172839506172839,4.31,0.0,0.0,0.0,0
464,2br1,5,13.580246913580247,6.37,0.0,0.0,0.0,0
465,2br1,6,22.22222222222222,6.62,0.0,0.0,0.0,0
466,2br1,7,2.469135802469135,6.48,0.0,0.0,0.0,0
467,2br1,8,0.0,,,0.0,,0
468,2br1,9,2.469135802469135,7.07,0.0,0.0,0.0,0
469,2br1,10,0.0,8.05,0.0,0.0,0.0,0
470,2brb,1,46.42857142857143,1.08,10.0,0.0,0.5,0
471,2brb,2,5.357142857142857,5.51,0.0,0.0,0.0,0
472,2brb,3,16.071428571428573,5.66,0.0,0.0,0.0,0
473,2brb,4,0.0,6.97,0.0,0.0,0.0,0
474,2brb,5,14.285714285714285,3.43,0.0,0.0,0.0,0
475,2brb,6,0.0,6.98,0.0,0.0,0.0,0
476,2brb,7,0.0,7.3,0.0,0.0,0.0,0
477,2brb,8,1.7857142857142851,6.01,0.0,0.0,0.0,0
478,2brb,9,28.57142857142857,2.05,7.0,0.0,0.35,0
479,2brb,10,0.0,5.88,0.0,0.0,0.0,0
480,2c3i,1,6.349206349206349,4.92,0.0,0.0,0.0,0
481,2c3i,2,0.0,4.62,0.0,0.0,0.0,0
482,2c3i,3,1.587301587301587,5.06,0.0,0.0,0.0,0
483,2c3i,4,17.46031746031746,2.76,7.0,0.0,0.35,0
484,2c3i,5,76.19047619047619,1.44,10.0,7.0,0.85,1
485,2c3i,6,6.349206349206349,4.78,0.0,0.0,0.0,0
486,2c3i,7,25.396825396825395,1.96,10.0,0.0,0.5,0
487,2c3i,8,0.0,5.09,0.0,0.0,0.0,0
488,2c3i,9,19.047619047619047,4.59,0.0,0.0,0.0,0
489,2c3i,10,0.0,5.89,0.0,0.0,0.0,0
490,2cbv,1,85.03937007874016,0.31,10.0,10.0,1.0,1
491,2cbv,2,11.811023622047244,3.15,0.0,0.0,0.0,0
492,2cbv,3,0.7874015748031491,8.68,0.0,0.0,0.0,0
493,2cbv,4,0.0,7.75,0.0,0.0,0.0,0
494,2cbv,5,0.0,7.61,0.0,0.0,0.0,0
495,2cbv,6,8.661417322834646,3.42,0.0,0.0,0.0,0
496,2cbv,7,0.0,8.22,0.0,0.0,0.0,0
497,2cbv,8,3.149606299212598,7.83,0.0,0.0,0.0,0
498,2cbv,9,0.0,8.6,0.0,0.0,0.0,0
499,2cbv,10,0.0,,,0.0,,0
500,2cet,1,1.666666666666666,7.94,0.0,0.0,0.0,0
501,2cet,2,4.444444444444445,7.69,0.0,0.0,0.0,0
502,2cet,3,3.8888888888888893,7.69,0.0,0.0,0.0,0
503,2cet,4,78.33333333333333,2.27,7.0,7.0,0.7,1
504,2cet,5,2.777777777777777,7.83,0.0,0.0,0.0,0
505,2cet,6,80.0,2.61,7.0,10.0,0.85,1
506,2cet,7,2.777777777777777,6.91,0.0,0.0,0.0,0
507,2cet,8,81.66666666666667,0.86,10.0,10.0,1.0,1
508,2cet,9,2.777777777777777,7.31,0.0,0.0,0.0,0
509,2cet,10,0.0,7.63,0.0,0.0,0.0,0
510,2fvd,1,0.8,9.49,0.0,0.0,0.0,0
511,2fvd,2,0.8,9.72,0.0,0.0,0.0,0
512,2fvd,3,63.2,1.03,10.0,0.0,0.5,0
513,2fvd,4,0.0,9.38,0.0,0.0,0.0,0
514,2fvd,5,0.0,9.61,0.0,0.0,0.0,0
515,2fvd,6,0.0,9.89,0.0,0.0,0.0,0
516,2fvd,7,0.0,9.15,0.0,0.0,0.0,0
517,2fvd,8,15.2,3.24,0.0,0.0,0.0,0
518,2fvd,9,22.400000000000002,2.77,7.0,0.0,0.35,0
519,2fvd,10,0.0,8.69,0.0,0.0,0.0,0
520,2fxs,1,2.127659574468085,6.04,0.0,0.0,0.0,0
521,2fxs,2,6.382978723404255,5.66,0.0,0.0,0.0,0
522,2fxs,3,31.20567375886525,5.04,0.0,0.0,0.0,0
523,2fxs,4,0.7092198581560281,5.67,0.0,0.0,0.0,0
524,2fxs,5,1.4184397163120561,7.98,0.0,0.0,0.0,0
525,2fxs,6,11.347517730496454,5.78,0.0,0.0,0.0,0
526,2fxs,7,1.4184397163120561,7.89,0.0,0.0,0.0,0
527,2fxs,8,7.801418439716312,7.63,0.0,0.0,0.0,0
528,2fxs,9,0.7092198581560281,7.9,0.0,0.0,0.0,0
529,2fxs,10,0.0,2.82,7.0,0.0,0.35,0
530,2hb1,1,11.666666666666666,4.27,0.0,0.0,0.0,0
531,2hb1,2,80.0,0.43,10.0,10.0,1.0,1
532,2hb1,3,51.66666666666667,1.14,10.0,0.0,0.5,0
533,2hb1,4,51.66666666666667,3.3,0.0,0.0,0.0,0
534,2hb1,5,38.333333333333336,4.4,0.0,0.0,0.0,0
535,2hb1,6,33.33333333333333,1.98,10.0,0.0,0.5,0
536,2hb1,7,6.666666666666667,4.65,0.0,0.0,0.0,0
537,2hb1,8,28.333333333333332,2.65,7.0,0.0,0.35,0
538,2hb1,9,11.666666666666666,4.44,0.0,0.0,0.0,0
539,2hb1,10,0.0,4.15,0.0,0.0,0.0,0
540,2iwx,1,81.48148148148148,0.36,10.0,10.0,1.0,1
541,2iwx,2,48.148148148148145,1.25,10.0,0.0,0.5,0
542,2iwx,3,1.8518518518518512,5.64,0.0,0.0,0.0,0
543,2iwx,4,9.25925925925926,5.33,0.0,0.0,0.0,0
544,2iwx,5,5.555555555555555,7.71,0.0,0.0,0.0,0
545,2iwx,6,5.555555555555555,6.58,0.0,0.0,0.0,0
546,2iwx,7,3.7037037037037033,6.13,0.0,0.0,0.0,0
547,2iwx,8,0.0,5.34,0.0,0.0,0.0,0
548,2iwx,9,12.962962962962962,3.34,0.0,0.0,0.0,0
549,2iwx,10,0.0,5.31,0.0,0.0,0.0,0
550,2j78,1,86.01398601398601,0.34,10.0,10.0,1.0,1
551,2j78,2,11.188811188811188,4.38,0.0,0.0,0.0,0
552,2j78,3,0.699300699300699,4.83,0.0,0.0,0.0,0
553,2j78,4,5.594405594405594,9.25,0.0,0.0,0.0,0
554,2j78,5,0.699300699300699,8.87,0.0,0.0,0.0,0
555,2j78,6,14.685314685314685,4.34,0.0,0.0,0.0,0
556,2j78,7,9.090909090909092,4.01,0.0,0.0,0.0,0
557,2j78,8,0.0,7.8,0.0,0.0,0.0,0
558,2j78,9,2.097902097902098,8.76,0.0,0.0,0.0,0
559,2j78,10,0.0,8.79,0.0,0.0,0.0,0
560,2j7h,1,35.233160621761655,2.21,7.0,0.0,0.35,0
561,2j7h,2,25.38860103626943,3.38,0.0,0.0,0.0,0
562,2j7h,3,80.82901554404145,0.86,10.0,10.0,1.0,1
563,2j7h,4,3.626943005181346,3.8,0.0,0.0,0.0,0
564,2j7h,5,13.471502590673575,3.99,0.0,0.0,0.0,0
565,2j7h,6,26.94300518134715,3.49,0.0,0.0,0.0,0
566,2j7h,7,12.435233160621761,2.55,7.0,0.0,0.35,0
567,2j7h,8,2.590673575129533,3.96,0.0,0.0,0.0,0
568,2j7h,9,29.533678756476682,3.08,0.0,0.0,0.0,0
569,2j7h,10,0.0,3.22,0.0,0.0,0.0,0
570,2p15,1,76.5432098765432,0.31,10.0,7.0,0.85,1
571,2p15,2,0.0,,,0.0,,0
572,2p15,3,0.0,,,0.0,,0
573,2p15,4,0.0,,,0.0,,0
574,2p15,5,0.0,,,0.0,,0
575,2p15,6,0.0,,,0.0,,0
576,2p15,7,0.0,,,0.0,,0
577,2p15,8,0.0,,,0.0,,0
578,2p15,9,0.0,,,0.0,,0
579,2p15,10,0.0,,,0.0,,0
580,2p4y,1,80.72289156626506,0.38,10.0,10.0,1.0,1
581,2p4y,2,57.831325301204814,2.8,7.0,0.0,0.35,0
582,2p4y,3,7.228915662650602,7.66,0.0,0.0,0.0,0
583,2p4y,4,0.0,9.81,0.0,0.0,0.0,0
584,2p4y,5,15.66265060240964,7.35,0.0,0.0,0.0,0
585,2p4y,6,2.4096385542168672,9.53,0.0,0.0,0.0,0
586,2p4y,7,1.204819277108433,9.54,0.0,0.0,0.0,0
587,2p4y,8,14.457831325301203,8.01,0.0,0.0,0.0,0
588,2p4y,9,39.75903614457831,2.06,7.0,0.0,0.35,0
589,2p4y,10,0.0,8.3,0.0,0.0,0.0,0
590,2pog,1,90.0,0.37,10.0,10.0,1.0,1
591,2pog,2,22.0,3.21,0.0,0.0,0.0,0
592,2pog,3,28.000000000000004,3.06,0.0,0.0,0.0,0
593,2pog,4,0.0,,,0.0,,0
594,2pog,5,0.0,,,0.0,,0
595,2pog,6,0.0,,,0.0,,0
596,2pog,7,0.0,,,0.0,,0
597,2pog,8,0.0,,,0.0,,0
598,2pog,9,0.0,,,0.0,,0
599,2pog,10,0.0,,,0.0,,0
600,2qbp,1,67.3469387755102,0.87,10.0,0.0,0.5,0
601,2qbp,2,53.06122448979592,1.81,10.0,0.0,0.5,0
602,2qbp,3,59.183673469387756,2.54,7.0,0.0,0.35,0
603,2qbp,4,56.12244897959183,1.7,10.0,0.0,0.5,0
604,2qbp,5,38.775510204081634,4.65,0.0,0.0,0.0,0
605,2qbp,6,16.3265306122449,3.46,0.0,0.0,0.0,0
606,2qbp,7,37.755102040816325,5.82,0.0,0.0,0.0,0
607,2qbp,8,32.6530612244898,2.17,7.0,0.0,0.35,0
608,2qbp,9,25.510204081632654,3.23,0.0,0.0,0.0,0
609,2qbp,10,0.0,2.93,7.0,0.0,0.35,0
610,2qbq,1,59.854014598540154,1.32,10.0,0.0,0.5,0
611,2qbq,2,73.72262773722628,0.54,10.0,7.0,0.85,1
612,2qbq,3,54.74452554744526,6.0,0.0,0.0,0.0,0
613,2qbq,4,53.284671532846716,2.35,7.0,0.0,0.35,0
614,2qbq,5,54.74452554744526,7.35,0.0,0.0,0.0,0
615,2qbq,6,56.20437956204379,5.96,0.0,0.0,0.0,0
616,2qbq,7,57.66423357664233,5.29,0.0,0.0,0.0,0
617,2qbq,8,60.58394160583942,3.7,0.0,0.0,0.0,0
618,2qbq,9,14.5985401459854,3.49,0.0,0.0,0.0,0
619,2qbq,10,0.0,2.55,7.0,0.0,0.35,0
620,2qbr,1,52.5,6.64,0.0,0.0,0.0,0
621,2qbr,2,54.166666666666664,2.75,7.0,0.0,0.35,0
622,2qbr,3,56.666666666666664,6.15,0.0,0.0,0.0,0
623,2qbr,4,1.666666666666666,8.74,0.0,0.0,0.0,0
624,2qbr,5,43.333333333333336,5.29,0.0,0.0,0.0,0
625,2qbr,6,61.66666666666667,1.4,10.0,0.0,0.5,0
626,2qbr,7,60.0,4.99,0.0,0.0,0.0,0
627,2qbr,8,1.666666666666666,9.46,0.0,0.0,0.0,0
628,2qbr,9,0.833333333333333,9.36,0.0,0.0,0.0,0
629,2qbr,10,0.0,9.3,0.0,0.0,0.0,0
630,2qe4,1,68.42105263157895,0.58,10.0,0.0,0.5,0
631,2qe4,2,52.63157894736842,3.91,0.0,0.0,0.0,0
632,2qe4,3,2.6315789473684212,5.65,0.0,0.0,0.0,0
633,2qe4,4,0.0,,,0.0,,0
634,2qe4,5,0.0,,,0.0,,0
635,2qe4,6,0.0,,,0.0,,0
636,2qe4,7,0.0,,,0.0,,0
637,2qe4,8,0.0,,,0.0,,0
638,2qe4,9,0.0,,,0.0,,0
639,2qe4,10,0.0,,,0.0,,0
640,2qnq,1,80.17241379310344,0.45,10.0,10.0,1.0,1
641,2qnq,2,46.55172413793103,1.86,10.0,0.0,0.5,0
642,2qnq,3,23.275862068965516,0.63,10.0,0.0,0.5,0
643,2qnq,4,6.896551724137931,4.97,0.0,0.0,0.0,0
644,2qnq,5,18.96551724137931,5.88,0.0,0.0,0.0,0
645,2qnq,6,1.7241379310344822,5.27,0.0,0.0,0.0,0
646,2qnq,7,11.206896551724139,4.63,0.0,0.0,0.0,0
647,2qnq,8,2.586206896551724,5.65,0.0,0.0,0.0,0
648,2qnq,9,26.72413793103448,5.9,0.0,0.0,0.0,0
649,2qnq,10,0.0,6.0,0.0,0.0,0.0,0
650,2r9w,1,0.925925925925925,7.39,0.0,0.0,0.0,0
651,2r9w,2,12.962962962962962,7.11,0.0,0.0,0.0,0
652,2r9w,3,12.962962962962962,7.1,0.0,0.0,0.0,0
653,2r9w,4,5.555555555555555,6.75,0.0,0.0,0.0,0
654,2r9w,5,1.8518518518518512,7.34,0.0,0.0,0.0,0
655,2r9w,6,2.777777777777777,7.17,0.0,0.0,0.0,0
656,2r9w,7,68.51851851851852,0.74,10.0,0.0,0.5,0
657,2r9w,8,5.555555555555555,7.41,0.0,0.0,0.0,0
658,2r9w,9,14.814814814814813,7.0,0.0,0.0,0.0,0
659,2r9w,10,0.0,6.84,0.0,0.0,0.0,0
660,2v00,1,73.5632183908046,0.98,10.0,7.0,0.85,1
661,2v00,2,57.47126436781609,1.07,10.0,0.0,0.5,0
662,2v00,3,28.735632183908045,2.22,7.0,0.0,0.35,0
663,2v00,4,48.275862068965516,6.49,0.0,0.0,0.0,0
664,2v00,5,0.0,4.72,0.0,0.0,0.0,0
665,2v00,6,12.643678160919542,5.12,0.0,0.0,0.0,0
666,2v00,7,11.494252873563218,3.82,0.0,0.0,0.0,0
667,2v00,8,12.643678160919542,3.53,0.0,0.0,0.0,0
668,2v00,9,2.298850574712643,5.92,0.0,0.0,0.0,0
669,2v00,10,0.0,4.09,0.0,0.0,0.0,0
670,2v7a,1,69.0,1.08,10.0,0.0,0.5,0
671,2v7a,2,81.0,0.6,10.0,10.0,1.0,1
672,2v7a,3,64.0,2.06,7.0,0.0,0.35,0
673,2v7a,4,60.0,1.94,10.0,0.0,0.5,0
674,2v7a,5,1.0,11.15,0.0,0.0,0.0,0
675,2v7a,6,2.0,10.9,0.0,0.0,0.0,0
676,2v7a,7,7.000000000000001,9.98,0.0,0.0,0.0,0
677,2v7a,8,0.0,11.01,0.0,0.0,0.0,0
678,2v7a,9,19.0,4.53,0.0,0.0,0.0,0
679,2v7a,10,0.0,10.46,0.0,0.0,0.0,0
680,2vkm,1,54.0948275862069,2.48,7.0,0.0,0.35,0
681,2vkm,2,60.775862068965516,1.88,10.0,0.0,0.5,0
682,2vkm,3,56.896551724137936,1.85,10.0,0.0,0.5,0
683,2vkm,4,32.112068965517246,4.99,0.0,0.0,0.0,0
684,2vkm,5,38.146551724137936,4.9,0.0,0.0,0.0,0
685,2vkm,6,48.060344827586206,3.42,0.0,0.0,0.0,0
686,2vkm,7,31.25,5.77,0.0,0.0,0.0,0
687,2vkm,8,46.55172413793103,5.83,0.0,0.0,0.0,0
688,2vkm,9,10.991379310344827,11.35,0.0,0.0,0.0,0
689,2vkm,10,0.0,11.2,0.0,0.0,0.0,0
690,2vvn,1,85.2112676056338,0.26,10.0,10.0,1.0,1
691,2vvn,2,11.971830985915492,6.23,0.0,0.0,0.0,0
692,2vvn,3,14.084507042253522,5.83,0.0,0.0,0.0,0
693,2vvn,4,14.084507042253522,2.91,7.0,0.0,0.35,0
694,2vvn,5,7.746478873239436,4.09,0.0,0.0,0.0,0
695,2vvn,6,11.267605633802818,5.41,0.0,0.0,0.0,0
696,2vvn,7,2.112676056338028,7.0,0.0,0.0,0.0,0
697,2vvn,8,6.338028169014084,7.21,0.0,0.0,0.0,0
698,2vvn,9,4.929577464788732,8.4,0.0,0.0,0.0,0
699,2vvn,10,0.0,,,0.0,,0
700,2vw5,1,86.7132867132867,0.38,10.0,10.0,1.0,1
701,2vw5,2,6.993006993006993,7.34,0.0,0.0,0.0,0
702,2vw5,3,0.0,,,0.0,,0
703,2vw5,4,18.88111888111888,6.25,0.0,0.0,0.0,0
704,2vw5,5,0.699300699300699,6.07,0.0,0.0,0.0,0
705,2vw5,6,9.090909090909092,6.91,0.0,0.0,0.0,0
706,2vw5,7,7.692307692307692,5.9,0.0,0.0,0.0,0
707,2vw5,8,11.888111888111888,6.86,0.0,0.0,0.0,0
708,2vw5,9,15.384615384615385,5.47,0.0,0.0,0.0,0
709,2vw5,10,0.0,6.73,0.0,0.0,0.0,0
710,2w4x,1,73.94957983193278,0.71,10.0,7.0,0.85,1
711,2w4x,2,49.57983193277311,1.61,10.0,0.0,0.5,0
712,2w4x,3,5.042016806722689,3.33,0.0,0.0,0.0,0
713,2w4x,4,36.97478991596639,2.58,7.0,0.0,0.35,0
714,2w4x,5,18.487394957983195,5.14,0.0,0.0,0.0,0
715,2w4x,6,0.0,5.67,0.0,0.0,0.0,0
716,2w4x,7,2.521008403361344,5.93,0.0,0.0,0.0,0
717,2w4x,8,15.966386554621847,5.99,0.0,0.0,0.0,0
718,2w4x,9,18.487394957983195,3.08,0.0,0.0,0.0,0
719,2w4x,10,0.0,4.11,0.0,0.0,0.0,0
720,2w66,1,74.80916030534351,0.33,10.0,7.0,0.85,1
721,2w66,2,11.450381679389313,5.01,0.0,0.0,0.0,0
722,2w66,3,4.580152671755725,5.56,0.0,0.0,0.0,0
723,2w66,4,3.053435114503816,4.45,0.0,0.0,0.0,0
724,2w66,5,5.343511450381679,5.81,0.0,0.0,0.0,0
725,2w66,6,3.053435114503816,5.38,0.0,0.0,0.0,0
726,2w66,7,3.816793893129771,6.62,0.0,0.0,0.0,0
727,2w66,8,1.526717557251908,4.85,0.0,0.0,0.0,0
728,2w66,9,5.343511450381679,7.75,0.0,0.0,0.0,0
729,2w66,10,0.0,5.75,0.0,0.0,0.0,0
730,2wbg,1,80.15873015873017,2.86,7.0,10.0,0.85,1
731,2wbg,2,71.82539682539682,2.73,7.0,7.0,0.7,1
732,2wbg,3,75.0,2.72,7.0,7.0,0.7,1
733,2wbg,4,2.380952380952381,8.87,0.0,0.0,0.0,0
734,2wbg,5,75.0,1.31,10.0,7.0,0.85,1
735,2wbg,6,74.20634920634922,2.68,7.0,7.0,0.7,1
736,2wbg,7,73.80952380952381,3.57,0.0,7.0,0.35,0
737,2wbg,8,1.9841269841269842,7.9,0.0,0.0,0.0,0
738,2wbg,9,2.777777777777777,9.09,0.0,0.0,0.0,0
739,2wbg,10,0.0,,,0.0,,0
740,2wca,1,36.08247422680412,3.81,0.0,0.0,0.0,0
741,2wca,2,42.2680412371134,3.82,0.0,0.0,0.0,0
742,2wca,3,42.2680412371134,2.6,7.0,0.0,0.35,0
743,2wca,4,3.092783505154639,7.35,0.0,0.0,0.0,0
744,2wca,5,2.061855670103092,7.29,0.0,0.0,0.0,0
745,2wca,6,2.061855670103092,7.02,0.0,0.0,0.0,0
746,2wca,7,3.092783505154639,7.79,0.0,0.0,0.0,0
747,2wca,8,47.42268041237113,3.08,0.0,0.0,0.0,0
748,2wca,9,37.11340206185567,4.46,0.0,0.0,0.0,0
749,2wca,10,0.0,5.87,0.0,0.0,0.0,0
750,2weg,1,79.36507936507937,0.48,10.0,7.0,0.85,1
751,2weg,2,39.682539682539684,2.15,7.0,0.0,0.35,0
752,2weg,3,41.269841269841265,2.62,7.0,0.0,0.35,0
753,2weg,4,61.904761904761905,2.08,7.0,0.0,0.35,0
754,2weg,5,52.38095238095239,2.91,7.0,0.0,0.35,0
755,2weg,6,28.57142857142857,3.36,0.0,0.0,0.0,0
756,2weg,7,15.873015873015872,3.57,0.0,0.0,0.0,0
757,2weg,8,17.46031746031746,3.8,0.0,0.0,0.0,0
758,2weg,9,7.936507936507936,4.5,0.0,0.0,0.0,0
759,2weg,10,0.0,4.06,0.0,0.0,0.0,0
760,2wer,1,82.48847926267281,0.68,10.0,10.0,1.0,1
761,2wer,2,30.414746543778804,2.49,7.0,0.0,0.35,0
762,2wer,3,12.903225806451612,5.54,0.0,0.0,0.0,0
763,2wer,4,1.84331797235023,6.46,0.0,0.0,0.0,0
764,2wer,5,3.225806451612903,5.95,0.0,0.0,0.0,0
765,2wer,6,3.686635944700461,5.7,0.0,0.0,0.0,0
766,2wer,7,5.0691244239631335,6.84,0.0,0.0,0.0,0
767,2wer,8,1.84331797235023,5.85,0.0,0.0,0.0,0
768,2wer,9,1.84331797235023,7.55,0.0,0.0,0.0,0
769,2wer,10,0.0,5.81,0.0,0.0,0.0,0
770,2wn9,1,3.289473684210526,7.2,0.0,0.0,0.0,0
771,2wn9,2,0.6578947368421051,6.74,0.0,0.0,0.0,0
772,2wn9,3,16.447368421052634,5.92,0.0,0.0,0.0,0
773,2wn9,4,2.6315789473684212,6.48,0.0,0.0,0.0,0
774,2wn9,5,0.6578947368421051,7.72,0.0,0.0,0.0,0
775,2wn9,6,2.6315789473684212,8.16,0.0,0.0,0.0,0
776,2wn9,7,2.6315789473684212,6.27,0.0,0.0,0.0,0
777,2wn9,8,2.6315789473684212,5.62,0.0,0.0,0.0,0
778,2wn9,9,2.6315789473684212,6.46,0.0,0.0,0.0,0
779,2wn9,10,0.0,4.16,0.0,0.0,0.0,0
780,2wnc,1,66.01307189542483,2.87,7.0,0.0,0.35,0
781,2wnc,2,22.22222222222222,4.38,0.0,0.0,0.0,0
782,2wnc,3,81.69934640522875,0.48,10.0,10.0,1.0,1
783,2wnc,4,67.97385620915033,1.17,10.0,0.0,0.5,0
784,2wnc,5,13.071895424836603,4.86,0.0,0.0,0.0,0
785,2wnc,6,47.712418300653596,2.04,7.0,0.0,0.35,0
786,2wnc,7,35.294117647058826,2.39,7.0,0.0,0.35,0
787,2wnc,8,34.64052287581699,2.86,7.0,0.0,0.35,0
788,2wnc,9,18.30065359477124,6.48,0.0,0.0,0.0,0
789,2wnc,10,0.0,8.4,0.0,0.0,0.0,0
790,2wtv,1,47.12643678160919,0.56,10.0,0.0,0.5,0
791,2wtv,2,67.81609195402298,0.54,10.0,0.0,0.5,0
792,2wtv,3,64.36781609195403,0.9,10.0,0.0,0.5,0
793,2wtv,4,27.586206896551722,1.35,10.0,0.0,0.5,0
794,2wtv,5,31.03448275862069,2.04,7.0,0.0,0.35,0
795,2wtv,6,0.0,9.16,0.0,0.0,0.0,0
796,2wtv,7,3.448275862068965,7.95,0.0,0.0,0.0,0
797,2wtv,8,6.896551724137931,8.08,0.0,0.0,0.0,0
798,2wtv,9,9.195402298850574,10.38,0.0,0.0,0.0,0
799,2wtv,10,0.0,,,0.0,,0
800,2wvt,1,74.79674796747967,0.66,10.0,7.0,0.85,1
801,2wvt,2,39.02439024390244,2.07,7.0,0.0,0.35,0
802,2wvt,3,7.317073170731707,3.72,0.0,0.0,0.0,0
803,2wvt,4,13.008130081300814,4.56,0.0,0.0,0.0,0
804,2wvt,5,21.951219512195124,1.29,10.0,0.0,0.5,0
805,2wvt,6,15.447154471544716,3.33,0.0,0.0,0.0,0
806,2wvt,7,17.88617886178862,3.9,0.0,0.0,0.0,0
807,2wvt,8,4.878048780487805,4.22,0.0,0.0,0.0,0
808,2wvt,9,16.260162601626014,3.22,0.0,0.0,0.0,0
809,2wvt,10,0.0,3.84,0.0,0.0,0.0,0
810,2x00,1,73.91304347826086,0.6,10.0,7.0,0.85,1
811,2x00,2,0.0,,,0.0,,0
812,2x00,3,60.86956521739131,1.72,10.0,0.0,0.5,0
813,2x00,4,3.260869565217391,9.63,0.0,0.0,0.0,0
814,2x00,5,7.608695652173914,4.94,0.0,0.0,0.0,0
815,2x00,6,0.0,9.29,0.0,0.0,0.0,0
816,2x00,7,0.0,8.89,0.0,0.0,0.0,0
817,2x00,8,0.0,8.41,0.0,0.0,0.0,0
818,2x00,9,0.0,8.76,0.0,0.0,0.0,0
819,2x00,10,0.0,8.96,0.0,0.0,0.0,0
820,2xb8,1,81.22866894197952,0.44,10.0,10.0,1.0,1
821,2xb8,2,74.06143344709898,0.63,10.0,7.0,0.85,1
822,2xb8,3,8.532423208191126,7.12,0.0,0.0,0.0,0
823,2xb8,4,3.41296928327645,7.15,0.0,0.0,0.0,0
824,2xb8,5,0.0,,,0.0,,0
825,2xb8,6,4.778156996587031,6.6,0.0,0.0,0.0,0
826,2xb8,7,13.993174061433447,3.42,0.0,0.0,0.0,0
827,2xb8,8,4.778156996587031,6.71,0.0,0.0,0.0,0
828,2xb8,9,11.604095563139932,6.93,0.0,0.0,0.0,0
829,2xb8,10,0.0,6.68,0.0,0.0,0.0,0
830,2xbv,1,79.16666666666666,0.53,10.0,7.0,0.85,1
831,2xbv,2,61.53846153846154,1.51,10.0,0.0,0.5,0
832,2xbv,3,63.78205128205128,1.41,10.0,0.0,0.5,0
833,2xbv,4,27.24358974358974,2.5,7.0,0.0,0.35,0
834,2xbv,5,32.371794871794876,2.32,7.0,0.0,0.35,0
835,2xbv,6,23.397435897435898,8.89,0.0,0.0,0.0,0
836,2xbv,7,24.679487179487182,8.91,0.0,0.0,0.0,0
837,2xbv,8,14.423076923076922,8.1,0.0,0.0,0.0,0
838,2xbv,9,19.55128205128205,5.52,0.0,0.0,0.0,0
839,2xbv,10,0.0,9.78,0.0,0.0,0.0,0
840,2xdl,1,76.96969696969697,0.92,10.0,7.0,0.85,1
841,2xdl,2,67.27272727272727,2.29,7.0,0.0,0.35,0
842,2xdl,3,4.242424242424243,5.45,0.0,0.0,0.0,0
843,2xdl,4,3.636363636363636,5.48,0.0,0.0,0.0,0
844,2xdl,5,9.696969696969697,5.09,0.0,0.0,0.0,0
845,2xdl,6,10.909090909090908,5.15,0.0,0.0,0.0,0
846,2xdl,7,7.272727272727272,5.36,0.0,0.0,0.0,0
847,2xdl,8,34.54545454545455,2.32,7.0,0.0,0.35,0
848,2xdl,9,3.636363636363636,5.6,0.0,0.0,0.0,0
